,airport,courier,domestic,international,month,year
2517,All,NK,4288,1167,5,2008
2518,All,NK,4431,1302,6,2008
2519,All,NK,4524,1362,7,2008
2520,All,NK,3952,1206,8,2008
2521,All,NK,3269,863,9,2008
2522,All,NK,3295,859,10,2008
2523,All,NK,3363,797,11,2008
2524,All,NK,3613,850,12,2008
2525,All,NK,3395,865,1,2009
2526,All,NK,3216,790,2,2009
2527,All,NK,3832,942,3,2009
2528,All,NK,3547,858,4,2009
2529,All,NK,3571,1048,5,2009
2530,All,NK,3484,1062,6,2009
2531,All,NK,3676,1179,7,2009
2532,All,NK,3637,1128,8,2009
2533,All,NK,3442,697,9,2009
2534,All,NK,3581,744,10,2009
2535,All,NK,3543,753,11,2009
2536,All,NK,3659,865,12,2009
2537,All,NK,3498,843,1,2010
2538,All,NK,3071,767,2,2010
2539,All,NK,3794,940,3,2010
2540,All,NK,3808,916,4,2010
2541,All,NK,3922,922,5,2010
2542,All,NK,3115,791,6,2010
2543,All,NK,4146,1206,7,2010
2544,All,NK,4089,1090,8,2010
2545,All,NK,3821,864,9,2010
2546,All,NK,4073,864,10,2010
2547,All,NK,3963,955,11,2010
2548,All,NK,3924,1126,12,2010
2549,All,NK,3840,1040,1,2011
2550,All,NK,3585,826,2,2011
2551,All,NK,4535,912,3,2011
2552,All,NK,4533,900,4,2011
2553,All,NK,4882,842,5,2011
2554,All,NK,4712,878,6,2011
2555,All,NK,5027,1084,7,2011
2556,All,NK,4842,1037,8,2011
2557,All,NK,4469,692,9,2011
2558,All,NK,4717,646,10,2011
2559,All,NK,4757,743,11,2011
2560,All,NK,5093,843,12,2011
2561,All,NK,4913,851,1,2012
2562,All,NK,4776,791,2,2012
2563,All,NK,5806,822,3,2012
2564,All,NK,5649,811,4,2012
2565,All,NK,5637,838,5,2012
2566,All,NK,5801,872,6,2012
2567,All,NK,6179,980,7,2012
2568,All,NK,6218,951,8,2012
2569,All,NK,5631,737,9,2012
2570,All,NK,5642,645,10,2012
2571,All,NK,5850,770,11,2012
2572,All,NK,6074,854,12,2012
2573,All,NK,5957,822,1,2013
2574,All,NK,5679,740,2,2013
2575,All,NK,6676,830,3,2013
2576,All,NK,6547,793,4,2013
2577,All,NK,6846,859,5,2013
2578,All,NK,6732,978,6,2013
2579,All,NK,7163,1087,7,2013
2580,All,NK,7120,1059,8,2013
2581,All,NK,6547,637,9,2013
2582,All,NK,6716,629,10,2013
2583,All,NK,6797,817,11,2013
2584,All,NK,6992,842,12,2013
2585,All,NK,7038,890,1,2014
2586,All,NK,6446,808,2,2014
2587,All,NK,7373,893,3,2014
2588,All,NK,7263,861,4,2014
2589,All,NK,7612,1044,5,2014
2590,All,NK,7466,1008,6,2014
2591,All,NK,7747,1042,7,2014
2592,All,NK,8195,1049,8,2014
2593,All,NK,7803,614,9,2014
2594,All,NK,8089,602,10,2014
2595,All,NK,8170,835,11,2014
2596,All,NK,8410,930,12,2014
2597,All,NK,8771,995,1,2015
2598,All,NK,8031,852,2,2015
2599,All,NK,9303,940,3,2015
2600,All,NK,9459,952,4,2015
2601,All,NK,9863,1096,5,2015
2602,All,NK,9388,1178,6,2015
2603,All,NK,10255,1282,7,2015
2604,All,NK,10276,1276,8,2015
2605,All,NK,9897,863,9,2015
2606,All,NK,10194,739,10,2015
2607,All,NK,10086,920,11,2015
2608,All,NK,10520,1028,12,2015
2609,All,NK,10765,1058,1,2016
2610,All,NK,9985,965,2,2016
2611,All,NK,11108,1051,3,2016
2612,All,NK,11262,1135,4,2016
2613,All,NK,11856,1185,5,2016
2614,All,NK,11375,1143,6,2016
2615,All,NK,11791,1197,7,2016
2616,All,NK,11835,1190,8,2016
2617,All,NK,11118,897,9,2016
2618,All,NK,11231,798,10,2016
2619,All,NK,11573,866,11,2016
2620,All,NK,12153,1033,12,2016
2621,All,NK,12160,1024,1,2017
2622,All,NK,11276, ,2,2017
2623,All,NK,12583, ,3,2017
2624,All,NK,12343, ,4,2017
2625,All,UA,51504,4798,10,2002
2626,All,UA,46067,4525,11,2002
2627,All,UA,48260,4684,12,2002
2628,All,UA,47193,4580,1,2003
2629,All,UA,41776,4018,2,2003
2630,All,UA,46287,4464,3,2003
2631,All,UA,42749,3748,4,2003
2632,All,UA,43390,3858,5,2003
2633,All,UA,44730,4238,6,2003
2634,All,UA,47409,4658,7,2003
2635,All,UA,46975,4796,8,2003
2636,All,UA,43644,4387,9,2003
2637,All,UA,45746,4500,10,2003
2638,All,UA,43582,4135,11,2003
2639,All,UA,45727,4322,12,2003
2640,All,UA,44862,4373,1,2004
2641,All,UA,42416,4124,2,2004
2642,All,UA,46260,4439,3,2004
2643,All,UA,45207,4343,4,2004
2644,All,UA,46183,4414,5,2004
2645,All,UA,47229,4678,6,2004
2646,All,UA,49445,4934,7,2004
2647,All,UA,50306,4924,8,2004
2648,All,UA,45137,4615,9,2004
2649,All,UA,46690,4700,10,2004
2650,All,UA,42781,4496,11,2004
2651,All,UA,43953,4897,12,2004
2652,All,UA,40487,5139,1,2005
2653,All,UA,36947,4642,2,2005
2654,All,UA,40525,5137,3,2005
2655,All,UA,38477,5076,4,2005
2656,All,UA,40666,5098,5,2005
2657,All,UA,40624,5054,6,2005
2658,All,UA,41718,5277,7,2005
2659,All,UA,41723,5252,8,2005
2660,All,UA,39059,4752,9,2005
2661,All,UA,40481,4932,10,2005
2662,All,UA,39500,4445,11,2005
2663,All,UA,40621,5028,12,2005
2664,All,UA,39616,5225,1,2006
2665,All,UA,37062,4738,2,2006
2666,All,UA,41874,5275,3,2006
2667,All,UA,40349,5262,4,2006
2668,All,UA,42131,5274,5,2006
2669,All,UA,41610,5429,6,2006
2670,All,UA,42593,5787,7,2006
2671,All,UA,43619,5803,8,2006
2672,All,UA,40264,5116,9,2006
2673,All,UA,41826,5146,10,2006
2674,All,UA,40356,5062,11,2006
2675,All,UA,39961,5353,12,2006
2676,All,UA,40730,5276,1,2007
2677,All,UA,35901,4740,2,2007
2678,All,UA,41911,5475,3,2007
2679,All,UA,39940,5310,4,2007
2680,All,UA,41276,5386,5,2007
2681,All,UA,40370,5538,6,2007
2682,All,UA,41793,5767,7,2007
2683,All,UA,42221,5768,8,2007
2684,All,UA,38698,5137,9,2007
2685,All,UA,40600,5289,10,2007
2686,All,UA,38337,4999,11,2007
2687,All,UA,37883,5476,12,2007
2688,All,UA,36672,5574,1,2008
2689,All,UA,35408,5209,2,2008
2690,All,UA,39680,5630,3,2008
2691,All,UA,38296,5452,4,2008
2692,All,UA,39291,5497,5,2008
2693,All,UA,39314,5534,6,2008
2694,All,UA,40267,5723,7,2008
2695,All,UA,39694,5777,8,2008
2696,All,UA,34238,4878,9,2008
2697,All,UA,35313,4903,10,2008
2698,All,UA,30843,4506,11,2008
2699,All,UA,31894,4907,12,2008
2700,All,UA,30875,4917,1,2009
2701,All,UA,29456,4376,2,2009
2702,All,UA,33946,4977,3,2009
2703,All,UA,30970,5035,4,2009
2704,All,UA,31517,4749,5,2009
2705,All,UA,32563,4918,6,2009
2706,All,UA,33582,5175,7,2009
2707,All,UA,33285,5158,8,2009
2708,All,UA,29685,4445,9,2009
2709,All,UA,30299,4391,10,2009
2710,All,UA,27613,4005,11,2009
2711,All,UA,28448,4318,12,2009
2712,All,UA,27713,4541,1,2010
2713,All,UA,24772,3912,2,2010
2714,All,UA,29373,4632,3,2010
2715,All,UA,28081,4237,4,2010
2716,All,UA,28740,4665,5,2010
2717,All,UA,29090,4692,6,2010
2718,All,UA,30224,4973,7,2010
2719,All,UA,30444,4866,8,2010
2720,All,UA,27980,4362,9,2010
2721,All,UA,29057,4535,10,2010
2722,All,UA,27263,4133,11,2010
2723,All,UA,27172,4597,12,2010
2724,All,UA,25702,4738,1,2011
2725,All,UA,23216,4242,2,2011
2726,All,UA,27359,5053,3,2011
2727,All,UA,25052,5117,4,2011
2728,All,UA,25809,5052,5,2011
2729,All,UA,27382,4942,6,2011
2730,All,UA,28530,5227,7,2011
2731,All,UA,28180,5051,8,2011
2732,All,UA,24571,4629,9,2011
2733,All,UA,25040,4672,10,2011
2734,All,UA,22893,4204,11,2011
2735,All,UA,23895,4688,12,2011
2736,All,UA,41370,13434,1,2012
2737,All,UA,40632,12589,2,2012
2738,All,UA,46149,14525,3,2012
2739,All,UA,44170,13675,4,2012
2740,All,UA,45115,13843,5,2012
2741,All,UA,46479,14148,6,2012
2742,All,UA,47403,15160,7,2012
2743,All,UA,47361,14224,8,2012
2744,All,UA,42756,11781,9,2012
2745,All,UA,42550,11489,10,2012
2746,All,UA,40882,11056,11,2012
2747,All,UA,41814,12480,12,2012
2748,All,UA,40335,12973,1,2013
2749,All,UA,37435,11511,2,2013
2750,All,UA,43624,13905,3,2013
2751,All,UA,41144,13393,4,2013
2752,All,UA,42916,13561,5,2013
2753,All,UA,43326,14053,6,2013
2754,All,UA,44467,14804,7,2013
2755,All,UA,44455,14087,8,2013
2756,All,UA,40645,11825,9,2013
2757,All,UA,43239,11792,10,2013
2758,All,UA,40550,11476,11,2013
2759,All,UA,41074,12548,12,2013
2760,All,UA,37555,12807,1,2014
2761,All,UA,35274,11676,2,2014
2762,All,UA,42232,14895,3,2014
2763,All,UA,39498,13498,4,2014
2764,All,UA,42239,14022,5,2014
2765,All,UA,42596,15001,6,2014
2766,All,UA,43775,15661,7,2014
2767,All,UA,42721,14631,8,2014
2768,All,UA,39951,11666,9,2014
2769,All,UA,43231,11875,10,2014
2770,All,UA,39686,12022,11,2014
2771,All,UA,40276,13261,12,2014
2772,All,UA,37607,12789,1,2015
2773,All,UA,35454,11470,2,2015
2774,All,UA,43230,14507,3,2015
2775,All,UA,41165,14267,4,2015
2776,All,UA,44396,13941,5,2015
2777,All,UA,45385,14663,6,2015
2778,All,UA,46250,16216,7,2015
2779,All,UA,45328,15194,8,2015
2780,All,UA,41774,11744,9,2015
2781,All,UA,45892,11731,10,2015
2782,All,UA,42495,12053,11,2015
2783,All,UA,42855,13886,12,2015
2784,All,UA,38556,13177,1,2016
2785,All,UA,38677,12400,2,2016
2786,All,UA,43911,14625,3,2016
2787,All,UA,42781,13299,4,2016
2788,All,UA,45910,13833,5,2016
2789,All,UA,46399,14880,6,2016
2790,All,UA,47857,16342,7,2016
2791,All,UA,49703,14750,8,2016
2792,All,UA,46870,11865,9,2016
2793,All,UA,49691,11893,10,2016
2794,All,UA,46043,11545,11,2016
2795,All,UA,45329,14090,12,2016
2796,All,UA,42317,13837,1,2017
2797,All,UA,39735, ,2,2017
2798,All,UA,47941, ,3,2017
2799,All,UA,45622, ,4,2017
2800,All,VX,361, ,8,2007
2801,All,VX,668, ,9,2007
2802,All,VX,954, ,10,2007
2803,All,VX,1142, ,11,2007
2804,All,VX,1252, ,12,2007
2805,All,VX,1235, ,1,2008
2806,All,VX,1298, ,2,2008
2807,All,VX,1700, ,3,2008
2808,All,VX,1975, ,4,2008
2809,All,VX,2205, ,5,2008
2810,All,VX,2286, ,6,2008
2811,All,VX,2536, ,7,2008
2812,All,VX,2472, ,8,2008
2813,All,VX,2068, ,9,2008
2814,All,VX,2144, ,10,2008
2815,All,VX,2142, ,11,2008
2816,All,VX,2260, ,12,2008
2817,All,VX,2263, ,1,2009
2818,All,VX,2236, ,2,2009
2819,All,VX,2724, ,3,2009
2820,All,VX,2560, ,4,2009
2821,All,VX,2851, ,5,2009
2822,All,VX,2899, ,6,2009
2823,All,VX,3057, ,7,2009
2824,All,VX,3086, ,8,2009
2825,All,VX,2776, ,9,2009
2826,All,VX,2824, ,10,2009
2827,All,VX,2825, ,11,2009
2828,All,VX,2941, ,12,2009
2829,All,VX,2870, ,1,2010
2830,All,VX,2651, ,2,2010
2831,All,VX,3161, ,3,2010
2832,All,VX,3005, ,4,2010
2833,All,VX,3017, ,5,2010
2834,All,VX,2849,31,6,2010
2835,All,VX,2918,124,7,2010
2836,All,VX,2911,124,8,2010
2837,All,VX,2619,120,9,2010
2838,All,VX,2854,124,10,2010
2839,All,VX,3007,112,11,2010
2840,All,VX,3099,141,12,2010
2841,All,VX,3114,177,1,2011
2842,All,VX,2810,188,2,2011
2843,All,VX,3275,218,3,2011
2844,All,VX,3397,129,4,2011
2845,All,VX,3645,120,5,2011
2846,All,VX,3757,128,6,2011
2847,All,VX,3885,134,7,2011
2848,All,VX,3809,132,8,2011
2849,All,VX,3639,94,9,2011
2850,All,VX,3772,89,10,2011
2851,All,VX,3839,102,11,2011
2852,All,VX,4045,198,12,2011
2853,All,VX,4062,170,1,2012
2854,All,VX,3837,160,2,2012
2855,All,VX,4349,178,3,2012
2856,All,VX,4435,170,4,2012
2857,All,VX,4715,176,5,2012
2858,All,VX,4744,173,6,2012
2859,All,VX,5025,178,7,2012
2860,All,VX,5053,173,8,2012
2861,All,VX,4627,96,9,2012
2862,All,VX,4418,102,10,2012
2863,All,VX,4545,138,11,2012
2864,All,VX,4646,192,12,2012
2865,All,VX,4229,122,1,2013
2866,All,VX,3725,98,2,2013
2867,All,VX,4292,116,3,2013
2868,All,VX,4554,106,4,2013
2869,All,VX,5127,110,5,2013
2870,All,VX,5097,136,6,2013
2871,All,VX,5279,138,7,2013
2872,All,VX,5203,116,8,2013
2873,All,VX,4761,80,9,2013
2874,All,VX,4927,92,10,2013
2875,All,VX,4720,114,11,2013
2876,All,VX,4961,112,12,2013
2877,All,VX,4752,102,1,2014
2878,All,VX,4106,84,2,2014
2879,All,VX,4673,108,3,2014
2880,All,VX,4854,118,4,2014
2881,All,VX,4965,126,5,2014
2882,All,VX,4948,126,6,2014
2883,All,VX,5079,132,7,2014
2884,All,VX,4886,116,8,2014
2885,All,VX,4547,56,9,2014
2886,All,VX,4719,62,10,2014
2887,All,VX,4716,114,11,2014
2888,All,VX,4935,108,12,2014
2889,All,VX,4652,94,1,2015
2890,All,VX,4070,86,2,2015
2891,All,VX,4820,106,3,2015
2892,All,VX,4901,124,4,2015
2893,All,VX,5207,118,5,2015
2894,All,VX,5242,130,6,2015
2895,All,VX,5393,150,7,2015
2896,All,VX,5665,124,8,2015
2897,All,VX,5144,78,9,2015
2898,All,VX,5442,92,10,2015
2899,All,VX,5355,112,11,2015
2900,All,VX,5490,124,12,2015
2901,All,VX,5228,114,1,2016
2902,All,VX,4903,92,2,2016
2903,All,VX,5568,110,3,2016
2904,All,VX,5599,132,4,2016
2905,All,VX,5808,132,5,2016
2906,All,VX,5849,146,6,2016
2907,All,VX,6072,162,7,2016
2908,All,VX,6055,136,8,2016
2909,All,VX,5709,82,9,2016
2910,All,VX,5784,89,10,2016
2911,All,VX,5905,101,11,2016
2912,All,VX,5988,121,12,2016
2913,All,VX,5649,104,1,2017
2914,All,VX,4960, ,2,2017
2915,All,VX,5674, ,3,2017
2916,All,VX,5502, ,4,2017
